Date,P/E,SMA_5_Years,sma_7_5_years,sma_10_years
2020-07-06,28.13,24.733460317460317,22.9592328042328,22.24865873015873
2020-07-07,28.22,24.737404761904763,22.96431746031746,22.25115873015873
2020-07-08,27.98,24.741587301587302,22.96937037037037,22.25365873015873
2020-07-09,28.26,24.74623015873016,22.974825396825395,22.256234126984126
2020-07-10,28.27,24.750785714285712,22.98031216931217,22.258777777777777
2020-07-13,28.36,24.755444444444446,22.985910052910054,22.26159523809524
2020-07-14,27.85,24.759857142857143,22.991322751322752,22.264265873015873
2020-07-15,27.88,24.76434126984127,22.996756613756613,22.266940476190477
2020-07-16,28.19,24.76884126984127,23.0023544973545,22.269980158730156
2020-07-17,28.55,24.77397619047619,23.00807407407407,22.27311507936508
2020-07-20,28.86,24.779325396825396,23.013931216931216,22.276400793650794
2020-07-21,29.01,24.78472222222222,23.019873015873014,22.279726190476193
2020-07-22,28.93,24.789984126984127,23.025751322751322,22.283246031746035
2020-07-23,29.2,24.795357142857146,23.031619047619046,22.286690476190476
2020-07-24,29.35,24.800666666666668,23.037402116402117,22.290051587301587
2020-07-27,29.18,24.805738095238095,23.043005291005294,22.293210317460318
2020-07-28,29.87,24.811071428571427,23.048989417989418,22.296611111111112
2020-07-29,29.59,24.816119047619047,23.054793650793652,22.30009523809524
2020-07-30,29.46,24.82111111111111,23.060507936507936,22.303444444444445
2020-07-31,30.2,24.82661111111111,23.066566137566138,22.30693650793651
2020-08-03,29.7,24.831746031746032,23.072396825396826,22.310190476190478
2020-08-04,30.39,24.83757142857143,23.0785873015873,22.313873015873014
2020-08-05,30.41,24.843301587301585,23.08480423280423,22.317642857142857
2020-08-06,30.68,24.849055555555555,23.091185185185182,22.321496031746033
2020-08-07,30.72,24.85486507936508,23.097645502645506,22.325234126984128
2020-08-10,31.23,24.86098412698413,23.104328042328042,22.329119047619045
2020-08-11,31.37,24.86713492063492,23.111121693121692,22.33292857142857
2020-08-12,31.33,24.87327777777778,23.117830687830686,22.33668253968254
2020-08-13,31.42,24.87981746031746,23.124529100529102,22.34045238095238
2020-08-14,31.09,24.886174603174602,23.13107936507937,22.344023809523808
2020-08-17,31.64,24.89289682539683,23.13803174603175,22.347833333333334
2020-08-18,32.03,24.89970634920635,23.145179894179893,22.351646825396823
2020-08-19,32.09,24.90657142857143,23.15227513227513,22.355543650793653
2020-08-20,31.91,24.91314285714286,23.159333333333333,22.35936111111111
2020-08-21,32.08,24.919666666666664,23.16641798941799,22.36325
2020-08-24,32.41,24.926444444444446,23.173682539682538,22.367353174603174
2020-08-25,32.43,24.933230158730158,23.180883597883597,22.371357142857143
2020-08-26,32.64,24.940341269841273,23.18812169312169,22.375575396825397
2020-08-27,32.67,24.947253968253968,23.19534920634921,22.37971031746032
2020-08-28,32.92,24.954460317460317,23.20269841269841,22.384047619047617
2020-08-31,32.29,24.96131746031746,23.20976190476191,22.38815873015873
2020-09-01,32.53,24.968714285714288,23.21693121693122,22.392365079365078
2020-09-02,32.71,24.976404761904764,23.224243386243387,22.396555555555555
2020-09-03,33.04,24.984309523809525,23.231735449735453,22.400956349206346
2020-09-04,32.49,24.99165873015873,23.238968253968256,22.405047619047618
2020-09-07,32.55,24.998817460317458,23.246111111111112,22.40906746031746
2020-09-08,32.44,25.005880952380952,23.253158730158727,22.412988095238095
2020-09-09,32.33,25.01290476190476,23.260238095238094,22.4168373015873
2020-09-10,32.82,25.020206349206347,23.267513227513227,22.42090476190476
2020-09-11,32.86,25.0275,23.274841269841268,22.425
2020-09-14,32.79,25.034785714285714,23.282153439153436,22.42903968253968
2020-09-15,33.03,25.04231746031746,23.28970899470899,22.433174603174606
2020-09-16,33.26,25.05015873015873,23.297380952380955,22.437432539682536
2020-09-17,33.01,25.05802380952381,23.305005291005294,22.441539682539684
2020-09-18,32.98,25.06581746031746,23.31252380952381,22.445599206349208
2020-09-21,32.25,25.072611111111108,23.319666666666667,22.449357142857146
2020-09-22,31.97,25.079349206349207,23.326703703703703,22.453103174603175
2020-09-23,31.91,25.08606349206349,23.333714285714283,22.456805555555555
2020-09-24,30.97,25.091968253968254,23.340312169312167,22.460190476190476
2020-09-25,32.12,25.099055555555555,23.347560846560846,22.464011904761904
2020-09-28,32.63,25.10670634920635,23.35507407407407,22.468107142857146
2020-09-29,32.62,25.11542857142857,23.362634920634918,22.471960317460315
2020-09-30,32.69,25.12404761904762,23.370227513227515,22.475825396825396
2020-10-01,33.18,25.13324603174603,23.3781164021164,22.479837301587303
2020-10-05,33.43,25.14230158730159,23.38619576719577,22.483984126984126
2020-10-06,33.9,25.151611111111112,23.394518518518517,22.488329365079366
